"","COSEWICID","SCI_NAME","COM_NAME","TAXON","SAR_STAT","SCHEDULE","CODE","HABITAT","SUITABILITY","SEASON","MAJ_IMPORTANCE"
"899","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Reptiles","Threatened","Schedule 1","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Unknown",NA,NA
"900","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Reptiles","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"901","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Reptiles","Threatened","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Unknown",NA,NA
"902","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Reptiles","Threatened","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Unknown",NA,NA
"903","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Reptiles","Threatened","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"904","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Reptiles","Threatened","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"905","852","Fissidens exilis","Pygmy Pocket Moss","Mosses","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"906","868","Solidago houghtonii","Houghton's Goldenrod","Vascular Plants","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"907","868","Solidago houghtonii","Houghton's Goldenrod","Vascular Plants","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"908","868","Solidago houghtonii","Houghton's Goldenrod","Vascular Plants","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"909","868","Solidago houghtonii","Houghton's Goldenrod","Vascular Plants","Special Concern","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"910","870","Isoetes prototypus","Prototype Quillwort","Vascular Plants","Special Concern","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,"Yes"
"911","896","Betula lenta","Cherry Birch","Vascular Plants","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"912","906","Erynnis persius persius","Eastern persius Duskywing","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"913","935","Salix chlorolepis","Green–scaled Willow","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"914","967","Potamogeton ogdenii","Ogden's Pondweed","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"915","967","Potamogeton ogdenii","Ogden's Pondweed","Vascular Plants","Endangered","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"916","967","Potamogeton ogdenii","Ogden's Pondweed","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"917","967","Potamogeton ogdenii","Ogden's Pondweed","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"918","973","Plestiodon fasciatus","Five-lined Skink (Great Lakes / St. Lawrence population)","Reptiles","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"919","973","Plestiodon fasciatus","Five-lined Skink (Great Lakes / St. Lawrence population)","Reptiles","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"920","973","Plestiodon fasciatus","Five-lined Skink (Great Lakes / St. Lawrence population)","Reptiles","Special Concern","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"921","974","Plestiodon fasciatus","Five-lined Skink (Carolinian population)","Reptiles","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"922","974","Plestiodon fasciatus","Five-lined Skink (Carolinian population)","Reptiles","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"923","974","Plestiodon fasciatus","Five-lined Skink (Carolinian population)","Reptiles","Endangered","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"924","987","Cornus florida","Eastern Flowering Dogwood","Vascular Plants","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"925","1005","Lechea maritima","Beach Pinweed","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"926","1006","Gomphus quadricolor","Rapids Clubtail","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"927","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","1.1","Forest - Boreal","Suitable","Resident","Yes"
"928","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"929","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident","No"
"930","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"931","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"932","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"933","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"934","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Amphibians","Threatened","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"935","1021","Pantherophis gloydi","Eastern Foxsnake (Carolinian population)","Reptiles","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"936","1031","Cicindela marginipennis","Cobblestone Tiger Beetle","Arthropods","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"937","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","15.8","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,"Yes"
"938","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Unknown",NA,NA
"939","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,"Yes"
"940","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","5.15","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats","Suitable",NA,"Yes"
"941","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,"Yes"
"942","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"943","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"944","1061","Physconia subpallida","Pale–bellied Frost Lichen","Lichens","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"945","1063","Cicindela patruela","Northern Barrens Tiger Beetle","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"946","1067","Erioderma mollissimum","Vole Ears Lichen","Lichens","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"947","1081","Bombus affinis","Rusty–patched Bumble Bee","Arthropods","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Resident",NA
"948","1081","Bombus affinis","Rusty–patched Bumble Bee","Arthropods","Endangered","Schedule 1","14.4","Artificial/Terrestrial - Rural Gardens","Suitable","Resident",NA
"949","1081","Bombus affinis","Rusty–patched Bumble Bee","Arthropods","Endangered","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Resident",NA
"950","1081","Bombus affinis","Rusty–patched Bumble Bee","Arthropods","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident",NA
"951","1085","Sida hermaphrodita","Virginia Mallow","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"952","822","Rangifer tarandus groenlandicus","Barren-ground Caribou (Dolphin and Union population)","Mammals","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"953","843","Carex sabulosa","Baikal Sedge","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"954","21","Numenius borealis","Eskimo Curlew","Birds","Endangered","Schedule 1","4.1","Grassland - Tundra","Suitable","Breeding Season","Yes"
"955","21","Numenius borealis","Eskimo Curlew","Birds","Endangered","Schedule 1","4.5","Grassland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"956","26","Lanius ludovicianus migrans","Loggerhead Shrike migrans subspecies","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"957","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","12.5","Marine Intertidal - Salt Marshes (Emergent Grasses)","Suitable","Non-Breeding Season","No"
"958","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Breeding Season","No"
"959","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Non-Breeding Season","No"
"960","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","1.7","Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Suitable","Breeding Season","No"
"961","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"962","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"963","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","Yes"
"964","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","Yes"
"965","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"966","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"967","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season","No"
"968","51","Ixobrychus exilis","Least Bittern","Birds","Threatened","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Non-Breeding Season","No"
"969","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"970","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Non-Breeding Season","Yes"
"971","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"972","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"973","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"974","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Non-Breeding Season","No"
"975","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.4","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"976","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.4","Artificial/Terrestrial - Rural Gardens","Suitable","Non-Breeding Season","No"
"977","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season","No"
"978","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"979","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Breeding Season","Yes"
"980","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"981","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Breeding Season","No"
"982","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","No"
"983","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","2.1","Savanna - Dry","Suitable","Breeding Season","No"
"984","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","2.1","Savanna - Dry","Suitable","Non-Breeding Season","No"
"985","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","No"
"986","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Non-Breeding Season","No"
"987","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","4.5","Grassland - Subtropical/Tropical Dry","Suitable","Breeding Season","No"
"988","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Birds","Threatened","Schedule 1","4.5","Grassland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"989","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"990","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"991","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","14.3","Artificial/Terrestrial - Plantations","Suitable","Breeding Season","No"
"992","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"993","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","4.6","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Non-Breeding Season","No"
"994","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","4.7","Grassland - Subtropical/Tropical High Altitude","Suitable","Breeding Season","No"
"995","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","No"
"996","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Non-Breeding Season","No"
"997","60","Asio flammeus","Short–eared Owl","Birds","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Non-Breeding Season","No"
"998","125","Nephroma occultum","Cryptic Paw Lichen","Lichens","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"999","139","Ursus Arctos (pairie population)","Grizzly Bear (Prairie population)","Mammals","Extirpated","Schedule 1","-9999","NA","NA","NA","NA"
"1000","143","Bison bison athabascae","Wood Bison","Mammals","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"1001","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable",NA,"Yes"
"1002","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"1003","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"1004","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"1005","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"1006","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable",NA,"Yes"
"1007","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable",NA,"Yes"
"1008","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","3.6","Shrubland - Subtropical/Tropical Moist","Suitable",NA,"Yes"
"1009","157","Urocyon cinereoargenteus","Gray Fox","Mammals","Threatened","Schedule 1","3.8","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,"Yes"
"1010","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Resident","Yes"
"1011","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","1.1","Forest - Boreal","Suitable","Breeding Season","No"
"1012","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","12.1","Marine Intertidal - Rocky Shoreline","Suitable","Resident","Yes"
"1013","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","12.2","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Resident","Yes"
"1014","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","12.3","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Resident","Yes"
"1015","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","12.4","Marine Intertidal - Mud Flats and Salt Flats","Suitable","Resident","Yes"
"1016","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","13.1","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Non-Breeding Season","Yes"
"1017","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","13.3","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Non-Breeding Season","No"
"1018","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","17","Other","Suitable","Resident","Yes"
"1019","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","3.1","Shrubland - Subarctic","Suitable","Non-Breeding Season","No"
"1020","167","Ursus maritimus","Polar Bear","Mammals","Special Concern","Schedule 1","4.1","Grassland - Tundra","Suitable","Non-Breeding Season","Yes"
"1021","193","Cypripedium candidum","Small White Lady's–slipper","Vascular Plants","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Resident",NA
"1022","193","Cypripedium candidum","Small White Lady's–slipper","Vascular Plants","Threatened","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Resident",NA
"1023","193","Cypripedium candidum","Small White Lady's–slipper","Vascular Plants","Threatened","Schedule 1","4.5","Grassland - Subtropical/Tropical Dry","Suitable","Resident",NA
"1024","193","Cypripedium candidum","Small White Lady's–slipper","Vascular Plants","Threatened","Schedule 1","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"1025","193","Cypripedium candidum","Small White Lady's–slipper","Vascular Plants","Threatened","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"1026","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable","Non-Breeding Season","Yes"
"1027","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season",NA
"1028","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season",NA
"1029","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","14.4","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season",NA
"1030","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","14.5","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season",NA
"1031","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Non-Breeding Season",NA
"1032","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","3.6","Shrubland - Subtropical/Tropical Moist","Suitable","Resident",NA
"1033","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","Yes"
"1034","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","4.5","Grassland - Subtropical/Tropical Dry","Suitable","Resident",NA
"1035","294","Danaus plexippus","Monarch","Arthropods","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season",NA
"1036","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident",NA
"1037","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","15.7","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Resident",NA
"1038","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"1039","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Resident","Yes"
"1040","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"1041","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","4.6","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Resident","Yes"
"1042","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"1043","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"1044","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"1045","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"1046","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"1047","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"1048","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"1049","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Amphibians","Special Concern","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident","Yes"
"1050","576","Rotala ramosior","Toothcup","Vascular Plants","Endangered","Schedule 1","12.4","Marine Intertidal - Mud Flats and Salt Flats","Suitable",NA,NA
"1051","576","Rotala ramosior","Toothcup","Vascular Plants","Endangered","Schedule 1","13.3","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable",NA,NA
"1052","576","Rotala ramosior","Toothcup","Vascular Plants","Endangered","Schedule 1","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable",NA,NA
"1053","576","Rotala ramosior","Toothcup","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"1054","576","Rotala ramosior","Toothcup","Vascular Plants","Endangered","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
